,Name,Society,Award,Year,Location,Data Source,Gender,pred_gender
186,James H. Thrall,American college of radiology,Leadership Luminary Award,2012,,https://www.lantheus.com/people/dr-james-h-thrall/,1,male
187,Harvey L Neiman,American college of radiology,Leadership Luminary Award,2012,,https://pubs.rsna.org/doi/10.1148/radiol.14144053,1,unknown
188,Alexander R Margulis,American college of radiology,Leadership Luminary Award,2013,,https://radiology.ucsf.edu/blog/alexander-r-margulis-md-1921-2018,1,male
189,Daniel H Johnson,American college of radiology,Leadership Luminary Award,2013,,https://www.acr.org/Practice-Management-Quality-Informatics/Radiology-Leadership-Institute/Scholarships-and-Recognition/Leadership-Luminary-Awards/Local-Content/Leadership-Luminary-Awardees/Daniel-H-Johnson,1,unknown
190,David C Levin,American college of radiology,Leadership Luminary Award,2014,,https://www.academicradiology.org/article/S1076-6332(20)30088-X/fulltext,1,male
191,Sarah S Donaldson,American college of radiology,Leadership Luminary Award,2014,,https://profiles.stanford.edu/sarah-donaldson,2,female
192,Bruce J Hillman,American college of radiology,Leadership Luminary Award,2015,,https://med.virginia.edu/radiology-research/bruce-hillman-md/,1,unknown
193,Leonard Berlin,American college of radiology,Leadership Luminary Award,2015,,https://rorl.ucsf.edu/leonard-berlin,1,male
194,Glendon G Cox,American college of radiology,Leadership Luminary Award,2016,,https://findadoctor.kansashealthsystem.com/provider/Glendon+G+Cox/1220469,1,unknown
195,E. Stephen Amis Jr. ,American college of radiology,Leadership Luminary Award,2016,,https://einsteinmed.org/faculty/7686/e-stephen-amis-jr/,1,unknown
196,Anne C Roberts,American college of radiology,Leadership Luminary Award,2017,,https://providers.ucsd.edu/details/11696/radiology,2,male
197,Jonathan S Lewin,American college of radiology,Leadership Luminary Award,2017,,http://whsc.emory.edu/about/leadership/bios/lewin-jonathan.html,1,unknown
198,Karel ter Brugge,Canadian Association of Radiologists,Distinguished Career Achievement Award,2017,,https://medical-imaging.utoronto.ca/node/294,1,unknown
199,Mayank Goyal,Canadian Association of Radiologists,Distinguished Career Achievement Award,2018,,https://hbi.ucalgary.ca/profiles/dr-mayank-goyal,1,unknown
200,Giles Stevenson,Canadian Association of Radiologists,Distinguished Career Achievement Award,2019,,https://car.ca/news/dr-giles-stevenson-recipient-of-the-car/,1,unknown
201,Guy Breton,Canadian Association of Radiologists,Distinguished Career Achievement Award,2020,,https://car.ca/news/dr-guy-breton-winner-of-the-2020-car-distinguished-career-award/,1,male
202,Barry B Hobbs,Canadian Association of Radiologists,Gold medal Award,1995,,https://www.schulich.uwo.ca/medimaging/about_us/news/2014/retirement.html,1,male
203,Harald O Stolberg,Canadian Association of Radiologists,Gold medal Award,1996,,https://www.ajronline.org/doi/pdfplus/10.2214/ajr.185.1.01850023,1,unknown
204,Jacques Sylvestre,Canadian Association of Radiologists,Gold medal Award,1997,,https://www.mesaieux.com/an/recherche_genealogique/fiche_necrologie?NoFiche=981997&Nom=Jacques_Sylvestre,1,unknown
205,C. Stuart Houston,Canadian Association of Radiologists,Gold medal Award,1997,,http://www.nihm.ca/bookoflife/Houston_cs.html,1,unknown
206,Lawrence R James,Canadian Association of Radiologists,Gold medal Award,1998,,https://health.usnews.com/doctors/lawrence-frood-318352,1,unknown
207,Ross O Hill,Canadian Association of Radiologists,Gold medal Award,1998,,https://www.mcgill.ca/channels/news/2011-hall-fame-profile-dr-ross-hill-175753,1,male
208,David G Gray,Canadian Association of Radiologists,Gold medal Award,1998,,https://www.google.com/search?q=David+Gray+radiology&rlz=1C5CHFA_enCA784CA784&sxsrf=ALeKk01OcfCPBuReCCN9YTFsQCcZqfVoyw%3A1620352437900&ei=tZ2UYJWrNryy0PEPt_uUoAs&oq=David+Gray+radiology&gs_lcp=Cgdnd3Mtd2l6EAMyBwgjELADECdQ-GVY3mdgoWloAXAAeACAAWKIAWKSAQExmAEAoAEBqgEHZ3dzLXdpesgBAcABAQ&sclient=gws-wiz&ved=0ahUKEwjV2eKbu7bwAhU8GTQIHbc9BbQQ4dUDCA4&uact=5,1,male
209,David B Fraser,Canadian Association of Radiologists,Gold medal Award,1999,,https://www.rsna.org/news/2020/february/fraser-obituary,1,male
210,Conway J Don,Canadian Association of Radiologists,Gold medal Award,2000,,https://car.ca/news/obituary-conway-joseph-don-1922-2017/,1,unknown
211,Stephanie R Wilson,Canadian Association of Radiologists,Gold medal Award,2001,,https://cumming.ucalgary.ca/departments/radiology/profiles/stephanie-wilson,2,unknown
212,Allan J Fox,Canadian Association of Radiologists,Gold medal Award,2002,,https://medical-imaging.utoronto.ca/node/344,1,male
213,Nabil R.L Bechai,Canadian Association of Radiologists,Gold medal Award,2002,,https://www.doctor-ontario.com/medecin/medecin-bechai-nabil-refaat-louis-3352.htm,1,male
214,Carl J Zylak,Canadian Association of Radiologists,Gold medal Award,2003,,https://www.doximity.com/pub/carl-zylak-md,1,unknown
215,Brian C Lentle ,Canadian Association of Radiologists,Gold medal Award,2004,,https://pubs.rsna.org/doi/abs/10.1148/radiol.2303032579?journalCode=radiology,1,male
216,Jean Chalaoui,Canadian Association of Radiologists,Gold medal Award,2005,,https://radiologie.umontreal.ca/2015/11/23/le-dr-jean-chalaoui-recoit-le-prix-personnalite-de-larq/,1,female
217,Ian Hammond,Canadian Association of Radiologists,Gold medal Award,2006,,https://med.uottawa.ca/radiology/people/hammond-ian,1,male
218,William F Mason,Canadian Association of Radiologists,Gold medal Award,2007,,https://www.cma.ca/mason-william-f-bill,1,male
219,Louise Samson,Canadian Association of Radiologists,Gold medal Award,2012,,https://car.ca/wp-content/uploads/2012_car_gold_medal_samson_en.pdf,1,unknown
220,Shia Salem,Canadian Association of Radiologists,Gold medal Award,2013,,https://car.ca/wp-content/uploads/2013_car_gold_medal-salem.pdf,1,female
221,Richard Rankin,Canadian Association of Radiologists,Gold medal Award,2013,,https://www.schulich.uwo.ca/schulichhome/articles/2013/05/10/congratulations-dr-richard-rankin-recipient-of-the-canadian-association-of-radiologists-car-gold-medal-award.html,1,female
222,Martin Reed,Canadian Association of Radiologists,Gold medal Award,2014,,https://www.schulich.uwo.ca/medimaging/about_us/events/2015/visiting_professor__dr_martin_reed.html,1,unknown
223,Jean Raymond,Canadian Association of Radiologists,Gold medal Award,2015,,https://www.chumontreal.qc.ca/en/crchum/researchers/jean-raymond,1,female
224,Gregory J Butler,Canadian Association of Radiologists,Gold medal Award,2016,,https://medicine.dal.ca/departments/department-sites/radiology/news-events/news/2016/02/29/dr__butler_wins_2016_car_gold_medal_award.html,1,unknown
225,Raquel Z delCarpio-O'Donovan,Canadian Association of Radiologists,Gold medal Award,2017,,https://publications.mcgill.ca/medenews/2017/03/10/dr-raquel-z-delcarpio-odonovan-awarded-the-2017-car-gold-medal-award/,2,female
226,Lawrence Stein,Canadian Association of Radiologists,Gold medal Award,2018,,https://srq.quebec/lawrence-stein-md-2007/,1,unknown
227,Bruce Forster,Canadian Association of Radiologists,Gold medal Award,2019,,https://bmiai.ubc.ca/people/bruce-forster,1,unknown
228,Robert Sevick,Canadian Association of Radiologists,Gold medal Award,2020,,https://cumming.ucalgary.ca/departments/radiology/profiles/robert-james-sevick,1,male
229,"Debra L. Monticciolo, MD",Society of Breast Imaging,Gold Medal,2019,,https://www.healthimaging.com/topics/healthcare-economics/acr-names-debra-monticciolo-its-new-president,2,unknown
230,"Linda J. Warren, MD",Society of Breast Imaging,Gold Medal,2018,,http://www.vancouverbreastcentre.com/ourstaff_warren.htm,2,female
231,"Peter J. Dempsey, MD",Society of Breast Imaging,Gold Medal,2017,,https://www.doximity.com/pub/peter-dempsey-md,1,male
232,"Carol H. Lee, MD",Society of Breast Imaging,Gold Medal,2016,,https://www.mskcc.org/cancer-care/doctors/carol-lee,2,unknown
233,"W. Phil Evans, MD",Society of Breast Imaging,Gold Medal,2015,,https://utswmed.org/doctors/walter-evans-iii/,1,male
234,"D. David Dershaw, MD",Society of Breast Imaging,Gold Medal,2013,,https://www.rsna.org/News/2019/november-december/RSNA-2019-Speakers-Honorees/Dershaw,1,male
235,"Barbara Monsees, MD",Society of Breast Imaging,Gold Medal,2011,,https://siteman.wustl.edu/doctor/monsees-barbara-md/,2,female
236,"Carl J D’Orsi, MD",Society of Breast Imaging,Gold Medal,2009,,https://winshipcancer.emory.edu/bios/faculty/dorsi-carl.html,1,unknown
237,"Valerie P. Jackson, MD",Society of Breast Imaging,Gold Medal,2007,,https://www.rsna.org/about/board-of-directors/valerie-p-Jackson-md,2,unknown
238,"Daniel B. Kopans, MD",Society of Breast Imaging,Gold Medal,2005,,https://connects.catalyst.harvard.edu/Profiles/display/Person/11351,1,unknown
239,"Stephen A. Feig, MD",Society of Breast Imaging,Gold Medal,2003,,https://www.faculty.uci.edu/profile.cfm?faculty_id=5678,1,unknown
240,"Laszlo Tabar, MD",Society of Breast Imaging,Gold Medal,2001,,https://mammographyed.com/dr-tabar/,1,unknown
241,"Edward A. Sickles, MD",Society of Breast Imaging,Gold Medal,1999,,https://profiles.ucsf.edu/edward.sickles,1,male
242,"Lawrence W. Bassett, MD",Society of Breast Imaging,Gold Medal,1997,,https://www.uclahealth.org/radiology/body.cfm?id=697&action=detail&ref=39,1,unknown
243,"Gerald D. Dodd, Jr., MD",Society of Breast Imaging,Gold Medal,1995,,https://pubs.rsna.org/doi/full/10.1148/radiol.2015154052,1,unknown
244,"Myron Moskowitz, MD",Society of Breast Imaging,Gold Medal,1995,,https://doctor.webmd.com/doctor/myron-moskowitz-64f7874c-23a0-4ce7-9324-f1bb81380e3b-overview,1,unknown
245,"Robert Egan, MD",Society of Breast Imaging,Gold Medal,1995,,https://med.emory.edu/departments/radiology/about-us/our-history/emeritus/robert-egan.html,1,male
246,Dr. Peter Kellman,Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2020,,https://scmr.org/,1,male
247,Dr. Jeanetter Schulz-Menger,Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2020,,https://scmr.org/,2,unknown
248,Orlando Simonetti,Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2019,,https://scmr.org/,1,unknown
249,Andrew E Arai,Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2018,,https://scmr.org/,1,unknown
250,Nathaniel Reichek,Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2017,,https://scmr.org/,1,unknown
251,"Joao A.C. Lima, MD",Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2016,,https://scmr.org/,1,male
252,"Eike Nagel, MD",Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2016,,https://scmr.org/,1,unknown
253,"Christopher M. Kramer, MD",Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2015,,https://scmr.org/,1,unknown
254,"Raymond J. Kim, MD",Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2015,,https://scmr.org/,1,male
255,"Robert M. Judd, PhD",Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2015,,https://scmr.org/,1,male
256,"Warren J. Manning, MD",Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2014,,https://scmr.org/,1,unknown
257,"Stefan Neubauer, MD",Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2013,,https://scmr.org/,1,unknown
258,Dr. Dudley J. Pennell,Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2012,,https://scmr.org/,1,unknown
259,"Dr. Charles Higgins, MD",Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2011,,https://scmr.org/,1,male
260,Dr. Gerald Pohost,Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2011,,https://scmr.org/,1,unknown
261,"Corning Benton, Jr., MD",Society for Pediatric Radiology,Singleton-Taybi Award,2006,"Cincinnati, OH",,1,unknown
262,"Michael P. D'Alessandro, MD",Society for Pediatric Radiology,Singleton-Taybi Award,2007,Iowa,UIHC.org,1,male
263,"Janet R. Reid, MD",Society for Pediatric Radiology,Singleton-Taybi Award,2007,philadelphia,chop.edu,2,unknown
264,"Dorothy I. Bulas, MD",Society for Pediatric Radiology,Singleton-Taybi Award,2008,"Washington, Distric of Columbia",childrensnational.org,2,unknown
265,"Lane F. Donnelly, MD",Society for Pediatric Radiology,Singleton-Taybi Award,2009,"Orlando, Florida",https://rorl.ucsf.edu/lane-donnelly-md,1,male
266,"Wilbur L. Smith, Jr., MD",Society for Pediatric Radiology,Singleton-Taybi Award,2010,"Troy, MI",health.usnews.com,1,unknown
267,"Ralph S. Lachman, MD, FACR",Society for Pediatric Radiology,Singleton-Taybi Award,2011,"Palo Alto, CA",doximity.com,1,unknown
268,"Alan Daneman, MD",Society for Pediatric Radiology,Singleton-Taybi Award,2012,"Toronto, Can",sickkids.ca,1,male
269,"Lisa H. Lowe, MD",Society for Pediatric Radiology,Singleton-Taybi Award,2013,"Lenexa, KS and Kansas City, MO",doximity.com,2,female
270,"Robert H. Cleveland, MD",Society for Pediatric Radiology,Singleton-Taybi Award,2014,Boston. MA,childrenshospital.org,1,male
271,"Stephen F. Simoneaux, MD",Society for Pediatric Radiology,Singleton-Taybi Award,2015,Atlanta. GA,choa.org,1,unknown
272,"Michael DiPietro, MD",Society for Pediatric Radiology,Singleton-Taybi Award,2016,"Ann Arbor, MI",medicine.umich.edu,1,male
273,"Shi-Joon Yoo, MD, PhD",Society for Pediatric Radiology,Singleton-Taybi Award,2017,"Toronto, Can",sickkids.ca,1,male
274,"John D. Strain, MD, FACR",Society for Pediatric Radiology,Singleton-Taybi Award,2018,CO,doximity.com,1,male
275,"Alan E. Oestreich, MD, FACR",Society for Pediatric Radiology,Singleton-Taybi Award,2020,"Cincinnati, OH",cincinnatichildrens.org,1,male
276,"Frederic N. Silverman, MD ",Society for Pediatric Radiology,Gold Medal,1988,"Cincinnati, OH",ajronline.org,1,unknown
277,"John L. Gwinn, MD",Society for Pediatric Radiology,Gold Medal,1989,"LA, CA",pubs.rsna.org,1,male
278," John F. Holt, MD ",Society for Pediatric Radiology,Gold Medal,1990,"Ann Arbor, MI",medicine.umich.edu,1,male
279," John A. Kirkpatrick, Jr., MD ",Society for Pediatric Radiology,Gold Medal,1991,Philidelphia,pubs.rsna.org,1,male
280,"Bernard J. Reilly, MB, FRCP",Society for Pediatric Radiology,Gold Medal,1991,"Toronto, Can",link.springer.com,1,male
281,"Edward B. Singleton, MD",Society for Pediatric Radiology,Gold Medal,1992,"Ann Arbor, MI",pubs.rsna.org,1,male
282,"Hooshang Taybi, MD",Society for Pediatric Radiology,Gold Medal,1993,California,ucsf.edu,1,unknown
283," Walter E. Berdon, MD",Society for Pediatric Radiology,Gold Medal,1994,"NY, NY",doximity.com,1,unknown
284,"J. Scott Dunbar, MD",Society for Pediatric Radiology,Gold Medal,1994,Montreal,ajronline.org,1,unknown
285,"Guido Currarino, MD",Society for Pediatric Radiology,Gold Medal,1995,Texas,utsouthwestern.edu,1,unknown
286,"Derek Harwood-Nash, MD, DSc",Society for Pediatric Radiology,Gold Medal,1995,"Toronto, Can",pubs.rsna.org,1,unknown
287,"Andrew K. Poznanski, MD",Society for Pediatric Radiology,Gold Medal,1996,Chicago,feinberg.northwestern.edu,1,unknown
288,"Beverly P. Wood, MD ",Society for Pediatric Radiology,Gold Medal,1996,"Cincinnati, OH",aur.org,2,unknown
